ts_ms,datetime_utc,datetime_shanghai,open,high,low,close,volume,confirmed
1577894400000,2020-01-01T16:00:00.000Z,2020-01-02T00:00:00,7233,7250.6,7216,7228.8,1668251,1
1577908800000,2020-01-01T20:00:00.000Z,2020-01-02T04:00:00,7229.5,7242,7182,7202,3384658,1
1577923200000,2020-01-02T00:00:00.000Z,2020-01-02T08:00:00,7202,7202.9,7126.4,7129.2,4062574,1
1577937600000,2020-01-02T04:00:00.000Z,2020-01-02T12:00:00,7129.2,7159.2,7110,7112.7,5823569,1
1577952000000,2020-01-02T08:00:00.000Z,2020-01-02T16:00:00,7113,7180,7113,7141.9,5203744,1
1577966400000,2020-01-02T12:00:00.000Z,2020-01-02T20:00:00,7140.1,7162.6,7105.1,7132,4929098,1
1577980800000,2020-01-02T16:00:00.000Z,2020-01-03T00:00:00,7132.1,7147,6912.2,6986.2,15275377,1
1577995200000,2020-01-02T20:00:00.000Z,2020-01-03T04:00:00,6986.1,6986.8,6944.6,6965.3,1874791,1
1578009600000,2020-01-03T00:00:00.000Z,2020-01-03T08:00:00,6965.4,6965.5,6863.6,6947.7,8793813,1
1578024000000,2020-01-03T04:00:00.000Z,2020-01-03T12:00:00,6950.4,7300.5,6948.1,7202.9,22416520,1
1578038400000,2020-01-03T08:00:00.000Z,2020-01-03T16:00:00,7202.7,7369.9,7202.7,7336.9,15127639,1
1578052800000,2020-01-03T12:00:00.000Z,2020-01-03T20:00:00,7338.7,7380,7233,7318.7,13215518,1
1578067200000,2020-01-03T16:00:00.000Z,2020-01-04T00:00:00,7319.6,7410.4,7280,7342.3,11901589,1
1578081600000,2020-01-03T20:00:00.000Z,2020-01-04T04:00:00,7343,7359.7,7263.1,7340,4398948,1
1578096000000,2020-01-04T00:00:00.000Z,2020-01-04T08:00:00,7340.1,7345.9,7283.4,7331.6,3523473,1
1578110400000,2020-01-04T04:00:00.000Z,2020-01-04T12:00:00,7331.2,7364.9,7311.7,7348.6,5385273,1
1578124800000,2020-01-04T08:00:00.000Z,2020-01-04T16:00:00,7348.5,7369.4,7305,7337.9,4762742,1
1578139200000,2020-01-04T12:00:00.000Z,2020-01-04T20:00:00,7337.9,7339.2,7288,7319.9,4197608,1
1578153600000,2020-01-04T16:00:00.000Z,2020-01-05T00:00:00,7320,7398,7275.9,7336.1,5979694,1
1578168000000,2020-01-04T20:00:00.000Z,2020-01-05T04:00:00,7337.6,7365.8,7313.5,7351.7,1146409,1
1578182400000,2020-01-05T00:00:00.000Z,2020-01-05T08:00:00,7351.8,7486.9,7351.8,7475,13225907,1
1578196800000,2020-01-05T04:00:00.000Z,2020-01-05T12:00:00,7475,7496.2,7444.3,7461.1,5251481,1
1578211200000,2020-01-05T08:00:00.000Z,2020-01-05T16:00:00,7461.1,7469.9,7401,7424,5422448,1
1578225600000,2020-01-05T12:00:00.000Z,2020-01-05T20:00:00,7423.8,7473.6,7420,7464.4,4704573,1
1578240000000,2020-01-05T16:00:00.000Z,2020-01-06T00:00:00,7464.5,7481.1,7425.1,7446.2,2970675,1
1578254400000,2020-01-05T20:00:00.000Z,2020-01-06T04:00:00,7446.1,7446.1,7306.9,7359.4,7900184,1
1578268800000,2020-01-06T00:00:00.000Z,2020-01-06T08:00:00,7359.4,7589.2,7347.9,7540.7,17931345,1
1578283200000,2020-01-06T04:00:00.000Z,2020-01-06T12:00:00,7540.7,7549.4,7500.5,7510.2,3758721,1
1578297600000,2020-01-06T08:00:00.000Z,2020-01-06T16:00:00,7509.7,7576.7,7509.7,7543.5,5813962,1
1578312000000,2020-01-06T12:00:00.000Z,2020-01-06T20:00:00,7543.5,7616.2,7500,7518.7,8902035,1
1578326400000,2020-01-06T16:00:00.000Z,2020-01-07T00:00:00,7518.6,7559.2,7512,7539.9,2568036,1
1578340800000,2020-01-06T20:00:00.000Z,2020-01-07T04:00:00,7540,7798.1,7532.7,7756.3,15087215,1
1578355200000,2020-01-07T00:00:00.000Z,2020-01-07T08:00:00,7756.4,8010,7756.4,7896.2,20520337,1
1578369600000,2020-01-07T04:00:00.000Z,2020-01-07T12:00:00,7896.2,7901.9,7824.3,7880.7,7321494,1
1578384000000,2020-01-07T08:00:00.000Z,2020-01-07T16:00:00,7881.6,7962.2,7858.8,7896.4,7852171,1
1578398400000,2020-01-07T12:00:00.000Z,2020-01-07T20:00:00,7896.5,7913.4,7742.3,7762.6,16815305,1
1578412800000,2020-01-07T16:00:00.000Z,2020-01-08T00:00:00,7762.5,8122,7727.1,8071.5,25573686,1
1578427200000,2020-01-07T20:00:00.000Z,2020-01-08T04:00:00,8071.5,8203.7,7952,8145,20132521,1
1578441600000,2020-01-08T00:00:00.000Z,2020-01-08T08:00:00,8144.9,8473,8143.1,8297.1,43393324,1
1578456000000,2020-01-08T04:00:00.000Z,2020-01-08T12:00:00,8298.1,8376,8280,8303.1,12055645,1
1578470400000,2020-01-08T08:00:00.000Z,2020-01-08T16:00:00,8301.9,8365.2,8267.3,8331.5,9369771,1
1578484800000,2020-01-08T12:00:00.000Z,2020-01-08T20:00:00,8331.5,8416.5,8200,8305.7,37172908,1
1578499200000,2020-01-08T16:00:00.000Z,2020-01-09T00:00:00,8305.8,8334.1,7957.9,7965.7,33614022,1
1578513600000,2020-01-08T20:00:00.000Z,2020-01-09T04:00:00,7963.9,8127.6,7870.8,8053,17425504,1
1578528000000,2020-01-09T00:00:00.000Z,2020-01-09T08:00:00,8053,8053,7931.4,7956.9,12840835,1
1578542400000,2020-01-09T04:00:00.000Z,2020-01-09T12:00:00,7956.9,7980,7899.4,7948.8,14235835,1
1578556800000,2020-01-09T08:00:00.000Z,2020-01-09T16:00:00,7948.8,7955.3,7851,7875.8,20328317,1
1578571200000,2020-01-09T12:00:00.000Z,2020-01-09T20:00:00,7876.1,7945,7869,7904.7,14688398,1
1578585600000,2020-01-09T16:00:00.000Z,2020-01-10T00:00:00,7904.7,7950,7780,7915.9,18411161,1
1578600000000,2020-01-09T20:00:00.000Z,2020-01-10T04:00:00,7915,7999,7752,7817.7,19084668,1
1578614400000,2020-01-10T00:00:00.000Z,2020-01-10T08:00:00,7815.3,7849.9,7771.5,7812.7,7472741,1
1578628800000,2020-01-10T04:00:00.000Z,2020-01-10T12:00:00,7812.7,7814.6,7721.2,7754.8,14417035,1
1578643200000,2020-01-10T08:00:00.000Z,2020-01-10T16:00:00,7754.7,7849.3,7669,7838,27588503,1
1578657600000,2020-01-10T12:00:00.000Z,2020-01-10T20:00:00,7838.1,8088.9,7813.7,8068.2,32614215,1
1578672000000,2020-01-10T16:00:00.000Z,2020-01-11T00:00:00,8068.1,8141,7910.1,8060,28914606,1
1578686400000,2020-01-10T20:00:00.000Z,2020-01-11T04:00:00,8059.4,8201.3,7986.1,8200.8,13066090,1
1578700800000,2020-01-11T00:00:00.000Z,2020-01-11T08:00:00,8200.8,8250,8122.6,8160.8,19361342,1
1578715200000,2020-01-11T04:00:00.000Z,2020-01-11T12:00:00,8160.8,8178.2,8051.3,8077.9,15942768,1
1578729600000,2020-01-11T08:00:00.000Z,2020-01-11T16:00:00,8077.6,8129.5,8014.8,8043.3,18814157,1
1578744000000,2020-01-11T12:00:00.000Z,2020-01-11T20:00:00,8043.8,8118.7,8021.2,8099.2,12385054,1
1578758400000,2020-01-11T16:00:00.000Z,2020-01-12T00:00:00,8098.7,8211.9,8071.1,8153.1,12247798,1
1578772800000,2020-01-11T20:00:00.000Z,2020-01-12T04:00:00,8151.2,8288,8006.1,8023.7,14253462,1
1578787200000,2020-01-12T00:00:00.000Z,2020-01-12T08:00:00,8023.6,8109.9,7956.5,8087.7,13038143,1
1578801600000,2020-01-12T04:00:00.000Z,2020-01-12T12:00:00,8087.8,8148,8070.6,8096.1,7636341,1
1578816000000,2020-01-12T08:00:00.000Z,2020-01-12T16:00:00,8096,8159.4,8090,8111.3,7611486,1
1578830400000,2020-01-12T12:00:00.000Z,2020-01-12T20:00:00,8111.6,8183.2,8111.6,8152.4,10414536,1
1578844800000,2020-01-12T16:00:00.000Z,2020-01-13T00:00:00,8152.9,8195,8074.7,8127.1,12206159,1
1578859200000,2020-01-12T20:00:00.000Z,2020-01-13T04:00:00,8127,8180,8093.9,8180,3887907,1
1578873600000,2020-01-13T00:00:00.000Z,2020-01-13T08:00:00,8179.9,8187.8,8090,8109,21568244,1
1578888000000,2020-01-13T04:00:00.000Z,2020-01-13T12:00:00,8109,8124.3,8061.5,8077.6,27985710,1
1578902400000,2020-01-13T08:00:00.000Z,2020-01-13T16:00:00,8077.6,8130,8070,8080,67642370,1
1578916800000,2020-01-13T12:00:00.000Z,2020-01-13T20:00:00,8080,8116.3,8056.4,8084.9,59924449,1
1578931200000,2020-01-13T16:00:00.000Z,2020-01-14T00:00:00,8084.9,8128,8070,8109.1,49562955,1
1578945600000,2020-01-13T20:00:00.000Z,2020-01-14T04:00:00,8110.1,8155,8100,8106,46957609,1
1578960000000,2020-01-14T00:00:00.000Z,2020-01-14T08:00:00,8106.5,8491.2,8106.4,8458.8,231365021,1
1578974400000,2020-01-14T04:00:00.000Z,2020-01-14T12:00:00,8458.4,8598.6,8457.9,8507.3,132052415,1
1578988800000,2020-01-14T08:00:00.000Z,2020-01-14T16:00:00,8507.4,8561.9,8468.7,8525,78858528,1
1579003200000,2020-01-14T12:00:00.000Z,2020-01-14T20:00:00,8524.9,8775.3,8480,8689.6,290897412,1
1579017600000,2020-01-14T16:00:00.000Z,2020-01-15T00:00:00,8689.7,8865.6,8523,8779.8,500092479,1
1579032000000,2020-01-14T20:00:00.000Z,2020-01-15T04:00:00,8779.8,8895.6,8680.3,8828.1,260801536,1
1579046400000,2020-01-15T00:00:00.000Z,2020-01-15T08:00:00,8825.8,8909.7,8718.8,8734.2,436058540,1
1579060800000,2020-01-15T04:00:00.000Z,2020-01-15T12:00:00,8733.7,8747.1,8572.7,8626.2,285530891,1
1579075200000,2020-01-15T08:00:00.000Z,2020-01-15T16:00:00,8626.1,8809.8,8610.6,8738.6,234461184,1
1579089600000,2020-01-15T12:00:00.000Z,2020-01-15T20:00:00,8739.4,8919.9,8736,8765.5,482813536,1
1579104000000,2020-01-15T16:00:00.000Z,2020-01-16T00:00:00,8765.1,8817,8661.9,8766.9,296665603,1
1579118400000,2020-01-15T20:00:00.000Z,2020-01-16T04:00:00,8763.3,8875.5,8738.6,8817.7,208789333,1
1579132800000,2020-01-16T00:00:00.000Z,2020-01-16T08:00:00,8816.5,8854.7,8598.9,8647.2,272952202,1
1579147200000,2020-01-16T04:00:00.000Z,2020-01-16T12:00:00,8647.2,8721.9,8622,8679.8,89652645,1
1579161600000,2020-01-16T08:00:00.000Z,2020-01-16T16:00:00,8679.8,8728.5,8601.9,8726.8,156251951,1
1579176000000,2020-01-16T12:00:00.000Z,2020-01-16T20:00:00,8726.8,8788.8,8646.4,8715.1,138963681,1
1579190400000,2020-01-16T16:00:00.000Z,2020-01-17T00:00:00,8713.9,8723,8627.3,8702.6,129295998,1
1579204800000,2020-01-16T20:00:00.000Z,2020-01-17T04:00:00,8704.4,8759.7,8675.6,8723.6,128672776,1
1579219200000,2020-01-17T00:00:00.000Z,2020-01-17T08:00:00,8723.7,8837.4,8680,8781.3,149866616,1
1579233600000,2020-01-17T04:00:00.000Z,2020-01-17T12:00:00,8781.4,8997.7,8760,8938.9,179417670,1
1579248000000,2020-01-17T08:00:00.000Z,2020-01-17T16:00:00,8938.9,9041,8891.9,8916.5,174743312,1
1579262400000,2020-01-17T12:00:00.000Z,2020-01-17T20:00:00,8916,8927.1,8792.8,8864.3,206546679,1
1579276800000,2020-01-17T16:00:00.000Z,2020-01-18T00:00:00,8864.4,8959.9,8822,8882.4,238291421,1
1579291200000,2020-01-17T20:00:00.000Z,2020-01-18T04:00:00,8884.6,8969.7,8870.4,8916.6,163046323,1
1579305600000,2020-01-18T00:00:00.000Z,2020-01-18T08:00:00,8916.5,8990.7,8878.1,8929.4,135185950,1
1579320000000,2020-01-18T04:00:00.000Z,2020-01-18T12:00:00,8928.9,8928.9,8823,8844.3,123395321,1
1579334400000,2020-01-18T08:00:00.000Z,2020-01-18T16:00:00,8845.4,8909.9,8829,8879.6,71297486,1
1579348800000,2020-01-18T12:00:00.000Z,2020-01-18T20:00:00,8879.5,8960,8868.3,8898.3,144052834,1
1579363200000,2020-01-18T16:00:00.000Z,2020-01-19T00:00:00,8898.2,8933.9,8850,8908.4,126995104,1
1579377600000,2020-01-18T20:00:00.000Z,2020-01-19T04:00:00,8908.4,8956,8895.9,8921.6,39674938,1
1579392000000,2020-01-19T00:00:00.000Z,2020-01-19T08:00:00,8921.6,9193.5,8894.3,9156.5,191296409,1
1579406400000,2020-01-19T04:00:00.000Z,2020-01-19T12:00:00,9156.6,9163.2,9050,9096.6,49949985,1
1579420800000,2020-01-19T08:00:00.000Z,2020-01-19T16:00:00,9094,9136.8,8450,8690.8,174710995,1
1579435200000,2020-01-19T12:00:00.000Z,2020-01-19T20:00:00,8690.7,8690.8,8574.7,8636.4,137361991,1
1579449600000,2020-01-19T16:00:00.000Z,2020-01-20T00:00:00,8635.3,8677,8615.9,8651,56348416,1
1579464000000,2020-01-19T20:00:00.000Z,2020-01-20T04:00:00,8651,8750,8460,8700,141130271,1
1579478400000,2020-01-20T00:00:00.000Z,2020-01-20T08:00:00,8697.5,8730.8,8637.5,8670.3,88043261,1
1579492800000,2020-01-20T04:00:00.000Z,2020-01-20T12:00:00,8670.3,8690.2,8634.1,8660.2,18894746,1
1579507200000,2020-01-20T08:00:00.000Z,2020-01-20T16:00:00,8660.6,8677.8,8601.8,8622.8,6396622,1
1579521600000,2020-01-20T12:00:00.000Z,2020-01-20T20:00:00,8621.3,8678,8531.1,8674.9,23456540,1
1579536000000,2020-01-20T16:00:00.000Z,2020-01-21T00:00:00,8674.6,8700,8640.2,8666.7,5672703,1
1579550400000,2020-01-20T20:00:00.000Z,2020-01-21T04:00:00,8667.9,8743,8613,8645,7116776,1
1579564800000,2020-01-21T00:00:00.000Z,2020-01-21T08:00:00,8645,8684.5,8620,8676.4,11319070,1
1579579200000,2020-01-21T04:00:00.000Z,2020-01-21T12:00:00,8676.4,8695,8630,8637.2,26782967,1
1579593600000,2020-01-21T08:00:00.000Z,2020-01-21T16:00:00,8637.3,8678,8620,8658.3,30696727,1
1579608000000,2020-01-21T12:00:00.000Z,2020-01-21T20:00:00,8658.2,8675.8,8638.9,8644.7,27917475,1
1579622400000,2020-01-21T16:00:00.000Z,2020-01-22T00:00:00,8644.9,8663.9,8485,8532.4,49419621,1
1579636800000,2020-01-21T20:00:00.000Z,2020-01-22T04:00:00,8532.4,8789,8532.4,8729.8,91226982,1
1579651200000,2020-01-22T00:00:00.000Z,2020-01-22T08:00:00,8730.9,8750.6,8702,8717.5,29120830,1
1579665600000,2020-01-22T04:00:00.000Z,2020-01-22T12:00:00,8717.5,8812.3,8708.1,8740.9,37153319,1
1579680000000,2020-01-22T08:00:00.000Z,2020-01-22T16:00:00,8740.9,8743.9,8622,8661.8,53595801,1
1579694400000,2020-01-22T12:00:00.000Z,2020-01-22T20:00:00,8661.7,8675.5,8639,8660,21082009,1
1579708800000,2020-01-22T16:00:00.000Z,2020-01-23T00:00:00,8655.8,8708.4,8590,8670.7,60699807,1
1579723200000,2020-01-22T20:00:00.000Z,2020-01-23T04:00:00,8671.3,8687,8653.1,8686.4,18463073,1
1579737600000,2020-01-23T00:00:00.000Z,2020-01-23T08:00:00,8685.9,8689.9,8574.7,8601.4,53802617,1
1579752000000,2020-01-23T04:00:00.000Z,2020-01-23T12:00:00,8599.9,8611.9,8505,8580.6,75476048,1
1579766400000,2020-01-23T08:00:00.000Z,2020-01-23T16:00:00,8580.6,8618.8,8412,8429.8,81466227,1
1579780800000,2020-01-23T12:00:00.000Z,2020-01-23T20:00:00,8429.8,8490,8331.2,8360.2,72419364,1
